Error: bad input => 2011-01-01,0.3
Error: bad input => 2011-01-03,0.3
Error: bad input => 2011-01-09,0.32
Error: bad input => 2011-01-10,0.32
Error: bad input => 2012-01-11,7.1
Error: bad input => 2012-01-12,7.1
